Can_Ens	Hum_Symb
ENSCAFG00000029901	C1QTNF2
ENSCAFG00000009801	DYRK1A
ENSCAFG00000010761	TPST1
ENSCAFG00000000826	MED30
ENSCAFG00000012145	IP6K2
ENSCAFG00000002165	PKHD1
ENSCAFG00000010735	GRAMD1C
ENSCAFG00000010773	RABGEF1
ENSCAFG00000011651	THTPA
ENSCAFG00000003557	KIAA0319L
ENSCAFG00000000831	EXT1
ENSCAFG00000017353	SH3BGRL
ENSCAFG00000012489	GATSL3
ENSCAFG00000025462	DHRS2
ENSCAFG00000029819	CELSR3
ENSCAFG00000001612	DENND4C
ENSCAFG00000003959	RAB19
ENSCAFG00000008851	HECTD4
ENSCAFG00000032663	SPCS2
ENSCAFG00000011719	ZBED9
ENSCAFG00000004793	LRRFIP2
ENSCAFG00000007863	ATR
ENSCAFG00000003973	SLC37A3
ENSCAFG00000012020	TRIM27
ENSCAFG00000000365	C5orf45
ENSCAFG00000007767	CTNND1
ENSCAFG00000017277	PWWP2A
ENSCAFG00000008389	BCDIN3D
ENSCAFG00000028995	TTC1
ENSCAFG00000009306	F2RL2
ENSCAFG00000006441	RYBP
ENSCAFG00000003990	KDM7A
ENSCAFG00000009812	KCNJ6
ENSCAFG00000005090	AANAT
ENSCAFG00000000360	SQSTM1
ENSCAFG00000008390	NCKAP5L
ENSCAFG00000009330	SV2C
ENSCAFG00000013189	CATSPER2
ENSCAFG00000006445	EIF4E3
ENSCAFG00000003852	HS1BP3
ENSCAFG00000011138	MSANTD2
ENSCAFG00000009564	ATP2B4
ENSCAFG00000003583	ZMYM4
ENSCAFG00000001014	SYNGAP1
ENSCAFG00000006092	PPAPDC1B
ENSCAFG00000009912	ERG
ENSCAFG00000008373	IL7
ENSCAFG00000006991	REM1
ENSCAFG00000010665	SLC16A14
ENSCAFG00000006461	FOXP1
ENSCAFG00000005078	UBE2O
ENSCAFG00000011712	LRRC16B
ENSCAFG00000010682	SP110
ENSCAFG00000000355	MGAT4B
ENSCAFG00000010750	ZDHHC23
ENSCAFG00000013448	COLGALT2
ENSCAFG00000004806	GOLGA4
ENSCAFG00000015282	GGT6
ENSCAFG00000014993	FGFR3
ENSCAFG00000012078	ZNF311
ENSCAFG00000008386	STMN2
ENSCAFG00000009352	POC5
ENSCAFG00000010936	NPNT
ENSCAFG00000006518	DCTN6
ENSCAFG00000001022	BAK1
ENSCAFG00000014358	CASK
ENSCAFG00000001045	NDUFB9
ENSCAFG00000011168	NRGN
ENSCAFG00000013957	TSPAN15
ENSCAFG00000032261	SPA17
ENSCAFG00000013929	TOR3A
ENSCAFG00000003997	PARP12
ENSCAFG00000017373	RPS6KA6
ENSCAFG00000003849	OSBPL9
ENSCAFG00000010783	TMEM248
ENSCAFG00000028956	SAP30BP
ENSCAFG00000031149	LAX1
ENSCAFG00000012152	GABBR1
ENSCAFG00000008400	TMBIM6
ENSCAFG00000013736	SPATA5L1
ENSCAFG00000013136	SMARCC1
ENSCAFG00000011184	SIAE
ENSCAFG00000009602	ZC3H11A
ENSCAFG00000014919	STK36
ENSCAFG00000002995	TAX1BP1
ENSCAFG00000010704	SP140
ENSCAFG00000005073	SPHK1
ENSCAFG00000004265	THNSL1
ENSCAFG00000013214	PDIA3
ENSCAFG00000000142	PRIM1
ENSCAFG00000009384	POLK
ENSCAFG00000008937	KANSL2
ENSCAFG00000029314	C10orf35
ENSCAFG00000000143	HSD17B6
ENSCAFG00000017287	IL12B
ENSCAFG00000031501	C15orf48
ENSCAFG00000008324	CP
ENSCAFG00000006099	DDHD2
ENSCAFG00000009978	ETS2
ENSCAFG00000010755	KIAA1407
ENSCAFG00000004328	GPR113
ENSCAFG00000013741	SLC30A4
ENSCAFG00000003855	C2orf43
ENSCAFG00000015292	SMTNL2
ENSCAFG00000031425	PRPSAP1
ENSCAFG00000001134	XPNPEP3
ENSCAFG00000010797	SBDS
ENSCAFG00000003871	EPS15
ENSCAFG00000005462	XRRA1
ENSCAFG00000017846	ATOX1
ENSCAFG00000013935	FAM20B
ENSCAFG00000012559	SF3A1
ENSCAFG00000002447	BEND6
ENSCAFG00000008391	HEY1
ENSCAFG00000001836	SMU1
ENSCAFG00000000833	SAMD12
ENSCAFG00000006108	BAG4
ENSCAFG00000001130	ITPR3
ENSCAFG00000004258	PRTFDC1
ENSCAFG00000000834	TNFRSF11B
ENSCAFG00000000959	POLDIP3
ENSCAFG00000010959	TBCK
ENSCAFG00000007038	HM13
ENSCAFG00000003595	SFPQ
ENSCAFG00000017855	SPARC
ENSCAFG00000031667	ADH4
ENSCAFG00000010004	PSMG1
ENSCAFG00000013983	COL13A1
ENSCAFG00000012175	SLC26A6
ENSCAFG00000003887	APOB
ENSCAFG00000007895	PARVA
ENSCAFG00000004599	SLC9A3R1
ENSCAFG00000013335	FAM177A1
ENSCAFG00000014566	TRMT44
ENSCAFG00000011862	CMAS
ENSCAFG00000015668	TMEM128
ENSCAFG00000003888	TTC39A
ENSCAFG00000001133	WISP1
ENSCAFG00000004820	ITGA9
ENSCAFG00000005483	ARHGEF40
ENSCAFG00000012525	MUC13
ENSCAFG00000006113	LSM1
ENSCAFG00000025260	ADH6
ENSCAFG00000004225	C11orf54
ENSCAFG00000016544	PACRGL
ENSCAFG00000008870	SSR3
ENSCAFG00000015716	RAC1
ENSCAFG00000012082	SEMA4B
ENSCAFG00000006496	MITF
ENSCAFG00000000005	PARD6G
ENSCAFG00000011730	ILDR1
ENSCAFG00000018905	ZNF449
ENSCAFG00000004334	EPT1
ENSCAFG00000001911	ALDH1L2
ENSCAFG00000012329	UQCRC1
ENSCAFG00000008853	TIAM1
ENSCAFG00000007273	FAT1
ENSCAFG00000002451	ZNF451
ENSCAFG00000018914	DDX26B
ENSCAFG00000014435	MAOA
ENSCAFG00000013745	BLOC1S6
ENSCAFG00000005873	RFTN1
ENSCAFG00000013898	ANKK1
ENSCAFG00000014572	FKBP2
ENSCAFG00000004393	TMEM135
ENSCAFG00000016274	RIBC1
ENSCAFG00000005144	FNDC4
ENSCAFG00000029842	MAFF
ENSCAFG00000003251	TSSC1
ENSCAFG00000001998	CDK6
ENSCAFG00000014596	UFD1L
ENSCAFG00000010009	DUSP8
ENSCAFG00000006821	PCBP2
ENSCAFG00000013156	CSPG5
ENSCAFG00000013360	PPP2R3C
ENSCAFG00000001624	CYHR1
ENSCAFG00000012191	RABGGTA
ENSCAFG00000005240	WDR60
ENSCAFG00000018648	OSMR
ENSCAFG00000001424	PLA2G6
ENSCAFG00000013455	TSEN15
ENSCAFG00000011215	TBRG1
ENSCAFG00000010037	BRWD1
ENSCAFG00000008393	MRPS28
ENSCAFG00000006069	COL4A2
ENSCAFG00000005765	TSPAN10
ENSCAFG00000017035	FAM96A
ENSCAFG00000011550	PFKFB2
ENSCAFG00000005544	KIF16B
ENSCAFG00000000007	ADNP2
ENSCAFG00000015198	PELI2
ENSCAFG00000013981	RALGPS2
ENSCAFG00000000839	MAL2
ENSCAFG00000016608	SLIT2
ENSCAFG00000002728	CDCA7L
ENSCAFG00000001141	NDRG1
ENSCAFG00000012902	TOMM40L
ENSCAFG00000014934	TTLL4
ENSCAFG00000017291	UBLCP1
ENSCAFG00000025192	CASP8
ENSCAFG00000015675	LYAR
ENSCAFG00000001139	ST13
ENSCAFG00000010670	ZNF496
ENSCAFG00000004011	TBXAS1
ENSCAFG00000000561	MIOX
ENSCAFG00000000898	KIF3A
ENSCAFG00000015444	DMXL2
ENSCAFG00000019204	CDIP1
ENSCAFG00000010234	ITFG1
ENSCAFG00000017383	APOOL
ENSCAFG00000008408	TPD52
ENSCAFG00000005470	RNF169
ENSCAFG00000002007	SAMD9L
ENSCAFG00000030440	NOV
ENSCAFG00000019207	HMOX2
ENSCAFG00000010028	IFITM10
ENSCAFG00000001020	CDKN2AIPNL
ENSCAFG00000001753	PPP2R5D
ENSCAFG00000013195	EFEMP2
ENSCAFG00000000965	RRP7A
ENSCAFG00000007795	MED19
ENSCAFG00000019294	ACAP3
ENSCAFG00000013197	NSUN5
ENSCAFG00000005913	NOTUM
ENSCAFG00000000148	RDH16
ENSCAFG00000007410	SNTA1
ENSCAFG00000005063	QRICH2
ENSCAFG00000010372	TMPRSS3
ENSCAFG00000024447	C12orf43
ENSCAFG00000009478	COL4A3BP
ENSCAFG00000000230	MYB
ENSCAFG00000004583	RAB37
ENSCAFG00000001021	JADE2
ENSCAFG00000012173	UGT8
ENSCAFG00000001050	MTSS1
ENSCAFG00000008304	AQR
ENSCAFG00000009174	CLDND1
ENSCAFG00000001627	KIFC2
ENSCAFG00000000354	LTC4S
ENSCAFG00000004950	DDX18
ENSCAFG00000007815	CLP1
ENSCAFG00000007821	YPEL4
ENSCAFG00000024219	RBFA
ENSCAFG00000014583	CPZ
ENSCAFG00000009304	SCAF11
ENSCAFG00000000350	MAML1
ENSCAFG00000019210	NMRAL1
ENSCAFG00000004346	DRC1
ENSCAFG00000015159	JAK3
ENSCAFG00000019225	DOHH
ENSCAFG00000008694	DHH
ENSCAFG00000007838	SERPING1
ENSCAFG00000008950	LALBA
ENSCAFG00000013460	C1orf21
ENSCAFG00000029426	NETO2
ENSCAFG00000013343	ELL3
ENSCAFG00000009614	SOX13
ENSCAFG00000002784	FAM221A
ENSCAFG00000001840	B4GALT1
ENSCAFG00000019212	DNAJA3
ENSCAFG00000010759	QTRTD1
ENSCAFG00000017945	CSK
ENSCAFG00000014943	CYP27A1
ENSCAFG00000013902	TTC12
ENSCAFG00000013289	PBX1
ENSCAFG00000012922	SMTN
ENSCAFG00000017296	RNF145
ENSCAFG00000012542	HEG1
ENSCAFG00000002011	HEPACAM2
ENSCAFG00000029645	FXN
ENSCAFG00000015204	TMEM260
ENSCAFG00000012434	CTSF
ENSCAFG00000001596	FOXP4
ENSCAFG00000014220	C1R
ENSCAFG00000012686	CCDC157
ENSCAFG00000019246	NFIC
ENSCAFG00000006049	PIK3R4
ENSCAFG00000008416	ZBTB10
ENSCAFG00000004152	DNAJC1
ENSCAFG00000016277	HSD17B10
ENSCAFG00000013172	ELP6
ENSCAFG00000030832	TDRD15
ENSCAFG00000005493	ZNF219
ENSCAFG00000006903	RIC3
ENSCAFG00000004249	ARHGAP21
ENSCAFG00000010732	CAB39
ENSCAFG00000012070	FGR
ENSCAFG00000002264	FBXO9
ENSCAFG00000005734	ACTG1
ENSCAFG00000004860	RECQL5
ENSCAFG00000028916	ZSCAN21
ENSCAFG00000000348	CANX
ENSCAFG00000003467	FBXL4
ENSCAFG00000014285	ATP5S
ENSCAFG00000023721	DNAJA2
ENSCAFG00000018083	TMEM164
ENSCAFG00000006964	UTP20
ENSCAFG00000019615	ZBTB48
ENSCAFG00000032267	WNT2
ENSCAFG00000007420	CBFA2T2
ENSCAFG00000006354	CDKL4
ENSCAFG00000006530	LEPROTL1
ENSCAFG00000004399	FZD4
ENSCAFG00000003174	DPY19L1
ENSCAFG00000010680	DENND5B
ENSCAFG00000016540	ARHGEF9
ENSCAFG00000001043	XRCC6
ENSCAFG00000015734	DAGLB
ENSCAFG00000019486	MEIOB
ENSCAFG00000013663	GNAZ
ENSCAFG00000003254	TRAPPC12
ENSCAFG00000000008	TXNL4A
ENSCAFG00000003916	KLHL29
ENSCAFG00000018090	AMMECR1
ENSCAFG00000017041	SNX1
ENSCAFG00000012095	AHDC1
ENSCAFG00000031298	ZKSCAN1
ENSCAFG00000024732	RUFY4
ENSCAFG00000017665	VMP1
ENSCAFG00000013442	WNT3
ENSCAFG00000011751	CD86
ENSCAFG00000013478	EDEM3
ENSCAFG00000004234	KIAA1731
ENSCAFG00000012104	WASF2
ENSCAFG00000008972	PAK6
ENSCAFG00000031175	DCTD
ENSCAFG00000014631	RUNDC1
ENSCAFG00000024578	GPR182
ENSCAFG00000017668	TUBD1
ENSCAFG00000009182	CPOX
ENSCAFG00000001553	TXN2
ENSCAFG00000011356	VWA5A
ENSCAFG00000018731	LMBRD2
ENSCAFG00000004385	OTOF
ENSCAFG00000000627	SNX9
ENSCAFG00000012545	CARF
ENSCAFG00000001916	PIP5K1B
ENSCAFG00000004696	SUV39H2
ENSCAFG00000015688	ZBTB49
ENSCAFG00000031562	ZPR1
ENSCAFG00000012066	ABCC9
ENSCAFG00000005475	CHRDL2
ENSCAFG00000015578	RTN1
ENSCAFG00000012135	CD164L2
ENSCAFG00000010686	NLRP3
ENSCAFG00000014292	CDKL1
ENSCAFG00000013391	KIAA0391
ENSCAFG00000000865	ENPP2
ENSCAFG00000013216	MUS81
ENSCAFG00000019490	HAGH
ENSCAFG00000004075	NCOA1
ENSCAFG00000006909	LMO1
ENSCAFG00000007839	UBE2L6
ENSCAFG00000004407	ME3
ENSCAFG00000019291	PUSL1
ENSCAFG00000014893	GJC3
ENSCAFG00000000058	SERPINB8
ENSCAFG00000008521	SDAD1
ENSCAFG00000028707	ITM2C
ENSCAFG00000011568	PARD6B
ENSCAFG00000017064	CHAD
ENSCAFG00000017090	MYCBPAP
ENSCAFG00000008422	ZNF704
ENSCAFG00000016703	ATP1B2
ENSCAFG00000017255	RAB11A
ENSCAFG00000014889	AZGP1
ENSCAFG00000012144	MAP3K6
ENSCAFG00000014580	DNAJC4
ENSCAFG00000005879	OXNAD1
ENSCAFG00000006521	FRMD4B
ENSCAFG00000006914	STK33
ENSCAFG00000011099	AMZ2
ENSCAFG00000007429	NECAB3
ENSCAFG00000013676	RAB36
ENSCAFG00000015982	CDC42BPA
ENSCAFG00000002018	CCDC132
ENSCAFG00000016257	MCC
ENSCAFG00000018334	SH3TC2
ENSCAFG00000001844	BAG1
ENSCAFG00000000970	SERHL2
ENSCAFG00000018928	MBD1
ENSCAFG00000009335	ARID2
ENSCAFG00000010730	NFKB1
ENSCAFG00000019619	KLHL21
ENSCAFG00000001846	CHMP5
ENSCAFG00000004038	HIPK2
ENSCAFG00000019625	THAP3
ENSCAFG00000004970	DPP10
ENSCAFG00000007976	TEAD1
ENSCAFG00000017679	RPS6KB1
ENSCAFG00000012666	F11R
ENSCAFG00000018440	CRIP1
ENSCAFG00000029633	SEC63
ENSCAFG00000017948	PPP2R5C
ENSCAFG00000004295	RNASEH2B
ENSCAFG00000023253	FAXC
ENSCAFG00000015259	DPT
ENSCAFG00000013409	PSMA6
ENSCAFG00000004788	TFCP2L1
ENSCAFG00000019287	CPSF3L
ENSCAFG00000024620	TMEM253
ENSCAFG00000023596	MFSD9
ENSCAFG00000013975	ZFPL1
ENSCAFG00000017397	ZNF711
ENSCAFG00000008837	ANXA3
ENSCAFG00000013149	WHAMM
ENSCAFG00000004890	VILL
ENSCAFG00000016757	CPLX1
ENSCAFG00000006146	ASH2L
ENSCAFG00000013200	SCAP
ENSCAFG00000004702	HSPA14
ENSCAFG00000006947	ATP6V1H
ENSCAFG00000019632	DNAJC11
ENSCAFG00000004628	PRCP
ENSCAFG00000018927	SLC9A6
ENSCAFG00000018445	C14orf80
ENSCAFG00000028636	IGFBP6
ENSCAFG00000010172	MX1
ENSCAFG00000001148	ST3GAL1
ENSCAFG00000024641	KIAA1671
ENSCAFG00000012099	CIB1
ENSCAFG00000000107	ALPK2
ENSCAFG00000031992	SAR1B
ENSCAFG00000028759	BAG2
ENSCAFG00000009101	ZHX3
ENSCAFG00000001796	TMEM33
ENSCAFG00000009326	BPHL
ENSCAFG00000014611	C22orf39
ENSCAFG00000010289	ZSCAN20
ENSCAFG00000019494	NUBP2
ENSCAFG00000014383	MAP4K5
ENSCAFG00000003596	ZMYM1
ENSCAFG00000012517	TMOD4
ENSCAFG00000002330	IGFBP7
ENSCAFG00000010340	PHC2
ENSCAFG00000025493	C17orf58
ENSCAFG00000023072	POC1A
ENSCAFG00000007897	PLS1
ENSCAFG00000016714	TP53
ENSCAFG00000010403	UBASH3A
ENSCAFG00000009337	TUBB2B
ENSCAFG00000028780	RNFT1
ENSCAFG00000005906	PYCR1
ENSCAFG00000004263	LRRC41
ENSCAFG00000009517	HMGCR
ENSCAFG00000019094	AFF2
ENSCAFG00000017703	MED13
ENSCAFG00000032668	SPOCK1
ENSCAFG00000007359	PSPC1
ENSCAFG00000001927	TMEM252
ENSCAFG00000025358	KRT72
ENSCAFG00000010991	ACACB
ENSCAFG00000019272	NCLN
ENSCAFG00000016812	SP2
ENSCAFG00000011330	NEK7
ENSCAFG00000012692	RNF215
ENSCAFG00000015687	STK11IP
ENSCAFG00000009064	COPS4
ENSCAFG00000016762	PCGF3
ENSCAFG00000019650	CAMTA1
ENSCAFG00000011380	MRPL47
ENSCAFG00000029948	IDNK
ENSCAFG00000005077	HTR5A
ENSCAFG00000003001	JAZF1
ENSCAFG00000001630	MYH9
ENSCAFG00000013259	NUF2
ENSCAFG00000017063	KRBA2
ENSCAFG00000001446	FRMD3
ENSCAFG00000013367	HIP1
ENSCAFG00000009780	NEURL2
ENSCAFG00000001930	PGM5
ENSCAFG00000008430	PAG1
ENSCAFG00000024782	LRRC73
ENSCAFG00000003426	TNC
ENSCAFG00000031526	PSMG4
ENSCAFG00000017401	POF1B
ENSCAFG00000009819	CTSA
ENSCAFG00000004305	KCNRG
ENSCAFG00000003757	OSTM1
ENSCAFG00000007847	TIMM10
ENSCAFG00000019495	SPSB3
ENSCAFG00000009344	SLC22A23
ENSCAFG00000007862	SLC43A1
ENSCAFG00000029394	HAS2
ENSCAFG00000030330	CPTP
ENSCAFG00000029915	SENP7
ENSCAFG00000004308	TRIM13
ENSCAFG00000004309	SPRYD7
ENSCAFG00000007348	F11
ENSCAFG00000011552	BPTF
ENSCAFG00000019513	MAPK8IP3
ENSCAFG00000005081	INSIG1
ENSCAFG00000002130	SLC9A2
ENSCAFG00000008859	SOD1
ENSCAFG00000018341	TYMS
ENSCAFG00000030847	PXDC1
ENSCAFG00000031381	SARAF
ENSCAFG00000006052	RASSF2
ENSCAFG00000007075	TPX2
ENSCAFG00000001798	SLC30A9
ENSCAFG00000006426	MAP4K3
ENSCAFG00000013773	BCR
ENSCAFG00000008718	KMT2D
ENSCAFG00000008175	MRPL19
ENSCAFG00000018906	MYSM1
ENSCAFG00000001597	MDFI
ENSCAFG00000014977	TRAV9-2
ENSCAFG00000018117	CHRDL1
ENSCAFG00000001126	KLHL3
ENSCAFG00000023887	BCAS4
ENSCAFG00000005881	DPH3
ENSCAFG00000012299	NDST3
ENSCAFG00000010511	OASL
ENSCAFG00000017724	INTS2
ENSCAFG00000016944	ASH1L
ENSCAFG00000014002	H2AFY2
ENSCAFG00000002459	RAB23
ENSCAFG00000005055	RNF157
ENSCAFG00000016814	PNPO
ENSCAFG00000005760	PLCB4
ENSCAFG00000013997	SACM1L
ENSCAFG00000031133	HSBP1L1
ENSCAFG00000032262	DHRS1
ENSCAFG00000004931	PLCD1
ENSCAFG00000031602	XAF1
ENSCAFG00000006091	KITLG
ENSCAFG00000003129	MDH1
ENSCAFG00000012540	VPS72
ENSCAFG00000003005	CREB5
ENSCAFG00000017261	MEGF11
ENSCAFG00000016311	HUWE1
ENSCAFG00000017318	EBF1
ENSCAFG00000014005	ANGPTL1
ENSCAFG00000013174	HOMER2
ENSCAFG00000031447	VAMP3
ENSCAFG00000009190	ST3GAL6
ENSCAFG00000019666	PER3
ENSCAFG00000014638	PTGES3L-AARSD1
ENSCAFG00000010752	C2orf72
ENSCAFG00000016819	CDK5RAP3
ENSCAFG00000001925	C12orf45
ENSCAFG00000023543	ZNF362
ENSCAFG00000015000	TACC3
ENSCAFG00000010856	PSMD1
ENSCAFG00000013819	FMNL1
ENSCAFG00000009142	LPIN3
ENSCAFG00000009036	PLCB2
ENSCAFG00000010256	NAP1L4
ENSCAFG00000005484	POLD3
ENSCAFG00000018982	MYO5B
ENSCAFG00000010846	PFKL
ENSCAFG00000007052	MALL
ENSCAFG00000009381	PRPF4B
ENSCAFG00000000009	PQLC1
ENSCAFG00000003926	ATAD2B
ENSCAFG00000008095	ARNTL
ENSCAFG00000017737	BRIP1
ENSCAFG00000008325	TM4SF18
ENSCAFG00000030143	NDUFB5
ENSCAFG00000018728	RFX2
ENSCAFG00000014693	GRK4
ENSCAFG00000015946	CCSER2
ENSCAFG00000005766	SYT1
ENSCAFG00000011446	USP13
ENSCAFG00000008123	TENM3
ENSCAFG00000007101	SPRYD3
ENSCAFG00000000079	KIAA1468
ENSCAFG00000012213	NOP9
ENSCAFG00000009591	TOMM34
ENSCAFG00000016405	TMEM132A
ENSCAFG00000014074	CRYAB
ENSCAFG00000009619	ETNK2
ENSCAFG00000019497	NME3
ENSCAFG00000011576	ADNP
ENSCAFG00000001756	MEA1
ENSCAFG00000000906	SEPT8
ENSCAFG00000014014	AIFM2
ENSCAFG00000001142	SLC25A17
ENSCAFG00000019275	DVL1
ENSCAFG00000012169	SYTL1
ENSCAFG00000001763	KLHDC3
ENSCAFG00000001453	RASEF
ENSCAFG00000010817	TIGIT
ENSCAFG00000005206	RBM17
ENSCAFG00000016764	MFSD7
ENSCAFG00000015368	SLC13A5
ENSCAFG00000012703	SEC14L2
ENSCAFG00000005887	GALNT15
ENSCAFG00000008713	NUCB2
ENSCAFG00000001868	YIPF3
ENSCAFG00000019279	GNA15
ENSCAFG00000018564	GRIA3
ENSCAFG00000019540	HN1L
ENSCAFG00000007375	PARP4
ENSCAFG00000018214	PDGFRB
ENSCAFG00000012554	PIP5K1A
ENSCAFG00000019293	TLE2
ENSCAFG00000013925	SEMA6D
ENSCAFG00000000234	AHI1
ENSCAFG00000000159	TMEM194A
ENSCAFG00000011339	LHX9
ENSCAFG00000014909	TRIM4
ENSCAFG00000011943	TRAF3IP3
ENSCAFG00000019096	IDS
ENSCAFG00000008352	PHF20
ENSCAFG00000006055	ATP2C1
ENSCAFG00000014577	VEGFB
ENSCAFG00000013823	SPECC1L
ENSCAFG00000018911	OMA1
ENSCAFG00000001599	TFEB
ENSCAFG00000004005	WISP3
ENSCAFG00000014618	ARPC2
ENSCAFG00000018351	ENOSF1
ENSCAFG00000004948	DLEC1
ENSCAFG00000001956	SLAIN2
ENSCAFG00000000974	DERL1
ENSCAFG00000003471	PNISR
ENSCAFG00000029972	TRIM62
ENSCAFG00000015693	D4S234E
ENSCAFG00000014270	CRAMP1L
ENSCAFG00000019226	PAM16
ENSCAFG00000019674	PARK7
ENSCAFG00000017469	CALML4
ENSCAFG00000015723	SLC4A3
ENSCAFG00000010369	AZIN2
ENSCAFG00000013102	GLUL
ENSCAFG00000009211	LDHA
ENSCAFG00000004145	MLLT10
ENSCAFG00000002731	RAPGEF5
ENSCAFG00000003370	ASAP2
ENSCAFG00000007797	MARVELD2
ENSCAFG00000005893	MAFG
ENSCAFG00000017986	DYNC1H1
ENSCAFG00000004325	KPNA3
ENSCAFG00000001929	SLC41A2
ENSCAFG00000000116	NEDD4L
ENSCAFG00000003897	RNF11
ENSCAFG00000005732	BAHCC1
ENSCAFG00000017447	IL4R
ENSCAFG00000030125	ZNF572
ENSCAFG00000019227	GLIS2
ENSCAFG00000016493	RPL19
ENSCAFG00000000430	ESR1
ENSCAFG00000023267	PRIM2
ENSCAFG00000015746	KDELR2
ENSCAFG00000017950	LMAN1L
ENSCAFG00000007057	NPHP1
ENSCAFG00000005891	SIRT7
ENSCAFG00000019233	SRL
ENSCAFG00000012178	TMEM222
ENSCAFG00000014625	AAMP
ENSCAFG00000011106	CALN1
ENSCAFG00000009010	ZNF641
ENSCAFG00000017406	CHM
ENSCAFG00000019019	ACAA2
ENSCAFG00000030850	C1orf185
ENSCAFG00000001636	PPP1R16A
ENSCAFG00000011122	GSK3B
ENSCAFG00000015268	TBX19
ENSCAFG00000032377	EVA1A
ENSCAFG00000012960	SEPT2
ENSCAFG00000018909	MTMR12
ENSCAFG00000030079	DPM1
ENSCAFG00000004337	EBPL
ENSCAFG00000004345	RCBTB1
ENSCAFG00000016353	MPP5
ENSCAFG00000012644	NBEAL1
ENSCAFG00000015881	ZMYND15
ENSCAFG00000011916	CLIP2
ENSCAFG00000018661	LIFR
ENSCAFG00000015976	RASAL3
ENSCAFG00000014602	ADRA2C
ENSCAFG00000028878	EEF1A2
ENSCAFG00000012192	WDTC1
ENSCAFG00000014026	TYSND1
ENSCAFG00000028722	FAM181B
ENSCAFG00000010823	ZBTB20
ENSCAFG00000002967	CYB5R4
ENSCAFG00000013976	C14orf28
ENSCAFG00000007935	TRPC1
ENSCAFG00000010390	AK2
ENSCAFG00000008184	TACR1
ENSCAFG00000023738	GDPGP1
ENSCAFG00000016806	MEF2D
ENSCAFG00000012035	RP11-697E2.6
ENSCAFG00000017745	TBX2
ENSCAFG00000030969	RTN4RL2
ENSCAFG00000004021	TUBE1
ENSCAFG00000011509	ZNF202
ENSCAFG00000001957	DOCK8
ENSCAFG00000004374	SOX9
ENSCAFG00000002037	PLA2G7
ENSCAFG00000001159	ZFAT
ENSCAFG00000017800	CDC37
ENSCAFG00000014346	C1S
ENSCAFG00000019547	TMEM204
ENSCAFG00000016214	MRPL44
ENSCAFG00000032736	SVIP
ENSCAFG00000005086	RBM33
ENSCAFG00000002143	DYNC1I1
ENSCAFG00000032293	CCDC179
ENSCAFG00000008465	FMNL3
ENSCAFG00000019549	TELO2
ENSCAFG00000024756	UBE2D3
ENSCAFG00000002287	TXNDC9
ENSCAFG00000016276	TECR
ENSCAFG00000002894	AKAP2
ENSCAFG00000016284	CARD11
ENSCAFG00000032715	C1orf53
ENSCAFG00000016559	ZC4H2
ENSCAFG00000000901	ZUFSP
ENSCAFG00000017473	CLN6
ENSCAFG00000006541	ARL6IP5
ENSCAFG00000001034	SEC24A
ENSCAFG00000014054	ACHE
ENSCAFG00000017748	BCAS3
ENSCAFG00000010394	PHLDB2
ENSCAFG00000001501	CDC42EP1
ENSCAFG00000014607	LRPAP1
ENSCAFG00000015278	NTF3
ENSCAFG00000001056	SQLE
ENSCAFG00000018932	FHL1
ENSCAFG00000000160	NAB2
ENSCAFG00000007805	OCLN
ENSCAFG00000018752	IL7R
ENSCAFG00000030068	PLAC8
ENSCAFG00000018574	THOC2
ENSCAFG00000007582	SNX25
ENSCAFG00000002544	PPIH
ENSCAFG00000011309	GET4
ENSCAFG00000004341	SETDB2
ENSCAFG00000017957	ULK3
ENSCAFG00000014619	HIRA
ENSCAFG00000002448	AHR
ENSCAFG00000009140	GALNT13
ENSCAFG00000015495	SLC3A2
ENSCAFG00000006934	AMHR2
ENSCAFG00000012207	SLC9A1
ENSCAFG00000012565	PSMD4
ENSCAFG00000009214	DCBLD2
ENSCAFG00000018917	GOLPH3
ENSCAFG00000015904	RSL24D1
ENSCAFG00000010945	PPP2R3B
ENSCAFG00000019231	TFAP4
ENSCAFG00000007424	SWAP70
ENSCAFG00000031033	EMP1
ENSCAFG00000016954	RUSC1
ENSCAFG00000003772	SNX3
ENSCAFG00000024955	CFL1
ENSCAFG00000019264	CCNL2
ENSCAFG00000000239	PDE7B
ENSCAFG00000011150	WBSCR17
ENSCAFG00000032027	DUSP7
ENSCAFG00000011538	SCN3B
ENSCAFG00000031003	PTTG1IP
ENSCAFG00000013250	RGS5
ENSCAFG00000019613	GAB3
ENSCAFG00000029601	C9orf152
ENSCAFG00000006100	DUSP6
ENSCAFG00000007105	TENC1
ENSCAFG00000005743	INPPL1
ENSCAFG00000013977	KLHL28
ENSCAFG00000031428	CIB2
ENSCAFG00000019676	ERRFI1
ENSCAFG00000015237	EXOC5
ENSCAFG00000017120	CACNA1G
ENSCAFG00000019681	SLC45A1
ENSCAFG00000017455	GAS7
ENSCAFG00000005916	ANKRD28
ENSCAFG00000023022	PDZD2
ENSCAFG00000015551	HAUS8
ENSCAFG00000018362	YES1
ENSCAFG00000017676	SETBP1
ENSCAFG00000000149	STARD6
ENSCAFG00000007391	CENPJ
ENSCAFG00000010685	FAM60A
ENSCAFG00000006992	ARL1
ENSCAFG00000018089	DSC3
ENSCAFG00000009209	NR4A2
